1827-20   V4049 SGR 
1827-20A  V3876 SGR 
1827-20B  V1907 SGR 
1827-20C  V1683 SGR 
1827-25   V1905 SGR 
1827-32   V911 SGR  
1828+03   AG SER    
1828+36   T LYR     
1828-26   V4077 SGR 
1829+16   DS HER    
1829+16B  VAR? HER  
1829+18   TAV1831+19
1829+22   V774 HER  
1829+25   BM HER    
1829+42   OP LYR    
1829-13   FV SCT    
1829-30   IW SGR    
1830+24A  CH HER    
1830+24B  161 COMP S
1830+24C  122 VAR? N
1830+32   KZ LYR    
1830-18   V3645 SGR 
1830-36   V942 SGR  
1830-37   BP CRA    
1831+25   BN HER    
1831+38   LL LYR    
1831+38B  VAR A     
1831+38C  VAR B     
1831+38D  107 COMP E
1831+38E  136 COMP E
1831+46   SZ LYR    
1831+49A  SV DRA    
1831+49B  NSV 11055 
1831+51   BY DRA    
1831-30   V947 SGR  
1831-71   ZETA PAV  
1832+24   CI HER    
1832+25   RZ HER    
1832+27   CE LYR    
1832-06   EW SCT    
1832-08   Y SCT     
1832-23   V4021 SGR 
1832-36   V742 SGR  
1832-57   BG PAV    
1833+08   X OPH     
1833+08B  VAR? NE   
1833+11   V2303 OPH 
1833-20   V1702 SGR 
1833-81   TY OCT    
1834+11   V2303 OPH 
1834+39   XY LYR    
1834+39B  63 COMP SE
1834-06   XX SCT    
1834-20   KO SGR    
1834-23   V348 SGR  
1834-23B  V2023 SGR 
1834-37A  U CRA     
1834-37E  AM CRA    
1834-57   BD PAV    
1835+31   LT LYR    
1835-04   RR SCT    
1835-06   CK SCT    
1835-37   V693 CRA  
1836+32   CM LYR    
1836+66   CSV 4305  
1836-04   RU SCT    
1836-04B  TY SCT    
1836-09   DELTA SCT 
1836-20   V1707 SGR 
1836-22   V1927 SGR 
1836-22B  V349 SGR  
1836-38   V446 CRA  
1836-45   RW TEL    
1837+00   HK AQL    
1837+28   SY LYR    
1837+31   EY LYR    
1837-05   Z SCT     
1837-19   V3879 SGR 
1837-21   V1930 SGR 
1837-21B  V1710 SGR 
1838+30   VX LYR    
1838-07   SS SCT    
1838-21   MV SGR    
1838-21B  VAR? W    
1838-23   KV SGR    
1838-37   V644 CRA  
1838-38   RT CRA    
1839+15   V827 HER  
1839+22   AE HER    
1839+22B  VAR E     
1839+22C  VAR? NE   
1839+35   AX LYR    
1839+35B  FM LYR    
1839+36   HK LYR    
1839-20   V350 SGR  
1839-38   CD CRA    
1840+07   RZ OPH    
1840+08   T AQL     
1840+12   QX HER    
1840+23A  DW HER    
1840+23B  VAR? NW   
1840+40   MP LYR    
1840+74   RS DRA    
1840-06   GL SCT    
1840-08   V368 SCT  
1840-38   V CRA     
1841+12   V838 HER  
1841+12B  BB HER    
1841+34   RY LYR    
1841+37   AY LYR    
1841+37B  VAR? SE   
1841+37D  142 COMP E
1841+37E  STAR W    
1841+43   V344 LYR  
1841-05   N? SCT 81 
1841-08   V444 SCT  
1841-22   V1939 SGR 
1841-25   V522 SGR  
1842+10   V474 AQL  
1842+12   KZ HER    
1842+36   SV LYR    
1842+43   RW LYR    
1842-02   AB AQL    
1842-05   R SCT     
1842-05B  56 COMP NE
1842-12   V SCT     
1842-20   MWC 960   
1842-22   NT SGR    
1843+00   V603 AQL  
1843+19   MZ HER    
1843-16   YZ SGR    
1843-20   NW SGR    
1843-23   V1216 SGR 
1843-62   LAMBDA PAV
1844-06   V443 SCT  
1844-08   S SCT     
1844-08B  82 COMP E 
1844-08C  95 COMP NE
1844-10   RT SCT    
1844-21   V4332 SGR 
1844-38   V384 CRA  
1845+53   BZ DRA    
1845-20   BB SGR    
1845-38   AA CRA    
1846+28   CV LYR    
1846+33   BETA LYR  
1846-01   CI AQL    
1846-38   UZ CRA    
1846-67   KAPPA PAV 
1847+12   LO HER    
1847-24   OQ SGR    
1848+11   VW AQL    
1848+26   CY LYR    
1848+33   HM LYR    
1848+48   TU DRA    
1848-19   FN SGR    
1848-19B  V4368 SGR 
1848-19C  NSV 11479 
1848-31   V1223 SGR 
1849+10   V913 AQL  
1849+29   HR LYR    
1849-16   UX SGR    
1849-19   V2070 SGR 
1850+27   BE LYR    
1850+32   RX LYR    
1850+36   SU LYR    
1850+36B  114 COMP E
1850+40   WY LYR    
1850-03   EL AQL    
1850-04   EU SCT    
1850-07   V373 SCT  
1850-08   T SCT     
1851+10   V800 AQL  
1851+29   SW LYR    
1851+31   SX LYR    
1851+32   FF LYR    
1851+36   DELTA2 LYR
1851-10   RW SCT    
1852+00   UW AQL    
1852+06   V840 AQL  
1852+13   V446 HER  
1852+43   R LYR     
1852+51   BG DRA    
1852-00   V493 AQL  
1852-28   - SGR     
1853+16   EU AQL    
1853+17   FF AQL    
1853+28   BI LYR    
1853+31   OQ LYR    
1853-05   FS SCT    
1853-23   AR SGR    
1854+14   UV AQL    
1854+30   DM LYR    
1854+31   DL LYR    
1854-01   VX AQL    
1854-37A  S CRA     
1854-37B  TY CRA    
1855+30   BK LYR    
1855-12A  ST SGR    
1855-37A  R CRA     
1855-37B  T CRA     
1856+00   V336 AQL  
1856+34   Z LYR     
1856+42   V358 LYR  
1856-04   V604 AQL  
1856-13   V1059 SGR 
1856-17   DW SGR    
1857+37   RT LYR    
1857+37B  120 COMP W
1857+37C  105 COMP N
1857-07   VY AQL    
1857-17   V919 SGR  
1857-22   SU SGR    
1858+12   V915 AQL  
1858+25   BL LYR    
1858+42   V493 LYR  
1858-51   BL TEL    
1859+01   SZ AQL    
1859+16   V1413 AQL 
1859+33   V494 LYR  
1859+47   WZ LYR    
1859-05   V AQL     
1859-46   RX TEL    
1900+17A  V338 AQL  
1900+17B  V807 AQL  
1900+17C  VAR? SW   
1900+21   QV VUL    
1900+21B  VAR? NW   
1900+27   BM LYR    
1900-01   V1425 AQL 
1901+08   R AQL     
1901+08B  VAR S     
1901+08C  88 COMP SE
1901+08D  95 COMP SS
1901+08E  107 COMP N
1901+08F  76 COMP NW
1901+08G  STAR SW   
1901+08H  78 COMP NW
1901+08I  79 COMP NW
1901+08J  85 COMP W 
1901+08K  85 COMP SW
1901+08L  126 COMP S
1901+08M  66 COMP NW
1901+08N  KKA SUSP  
1901+27   UU LYR    
1901-29   AG SGR    
1902+07   V844 AQL  
1902+10   V841 AQL  
1902+31   BP LYR    
1903+01   TT AQL    
1903+17   SV SGE    
1903+17B  94 COMP N 
1903+29   DW LYR    
1903+33   AB LYR    
1903+34   AD LYR    
1903-17   V1089 SGR 
1903-50   SN 1998DQ 
1904+10   FM AQL    
1904+30   XZ LYR    
1904+39   V398 LYR  
1904+43   MV LYR    
1904+43B  VAR? SW   
1904+43C  NSV 11753 
1904+43D  129 COMP S
1904+43E  129 COMP W
1904+43F  120 COMP E
1904-05   IR AQL    
1904-20   V1157 SGR 
1905+27   TY LYR    
1905+27B  109 COMP S
1905+29A  V LYR     
1905+29B  VZ LYR    
1905+29C  96 COMP WW
1905+29D  92 COMP WW
1905+29E  92 COMP W 
1905+30   BR LYR    
1905+42   V363 LYR  
1905+52   CG DRA    
1906+04   V1343 AQL 
1906+27A  UV LYR    
1906+27B  FK LYR    
1906+27C  GZ LYR    
1906+29   V419 LYR  
1906+43   ST LYR    
1906-19   V353 SGR  
1907+01   KQ AQL    
1907+01B  V351 AQL  
1907+03   FN AQL    
1907+22   RT VUL    
1907+28   UW LYR    
1907+29   EE LYR    
1907+38   EG LYR    
1907+38B  EF LYR    
1907-21   TW SGR    
1907-33   V2408 SGR 
1908+01   V1419 AQL 
1908+02   V842 AQL  
1908+32   V369 LYR  
1908-17   TX SGR    
1908-18   RX SGR    
1908-19A  RW SGR    
1908-19B  BH SGR    
1909+04   XY AQL    
1909+04B  VAR B     
1909+04C  VAR A     
1909+12   V1315 AQL 
1909+25   S LYR     
1909+26   X LYR     
1909+30   BT LYR    
1909+31   EL LYR    
1909+33   RS LYR    
1909+41   RU LYR    
1909+65   SZ DRA    
1909+67   U DRA     
1909-00   IV AQL    
1909-07   TY AQL    
1909-31   V344 SGR  
1910+00   V354 AQL  
1910+27   AI LYR    
1910+33B  WW LYR    
1910+38   NSV 11839 
1910+46   SS LYR    
1910+46   SS LYR    
1910+46B  136 COMP N
1910-07   W AQL     
1910-08   WW AQL    
1910-17   T SGR     
1910-19   R SGR     
1910-19B  VAR W     
1910-33   RY SGR    
1910-33B  102 CMP EE
1910-39   RU CRA    
1911+03   V1378 AQL 
1911+62   AD DRA    
1911-00   FO AQL    
1911-17   AL SGR    
1911-24   TY SGR    
1911-24B  136 COMP S
1912+00   V355 AQL  
1912+01   V356 AQL  
1912+04   V1301 AQL 
1912+21   CG VUL    
1912+27   V473 LYR  
1912+37   NSV 11873 
1912-00   FP AQL    
1913+01   V605 AQL  
1913+30   V433 LYR  
1913+50   TZ CYG    
1913-16   V1942 SGR 
1913-19   S SGR     
1913-21   Z SGR     
1913-31   SW SGR    
1913-33   V345 SGR  
1914+00A  CY AQL    
1914+00B  V528 AQL  
1914+00C  V529 AQL  
1914+03   ER AQL    
1914+27   EP LYR    
1914+42   HN LYR    
1914-31   V3955 SGR 
1915+17   W SGE     
1915+19A  NX SGE    
1915+19B  OO SGE    
1915+28   PW LYR    
1915+29   PX LYR    
1915+29B  106 COMP N
1915+29C  VAR? E    
1915+32   AM LYR    
1915-00   V606 AQL  
1915-01   V530 AQL  
1915-04   TAV1918-04
1915-50   NT TEL    
1916+19   OO VUL    
1916+29A  AV CYG    
1916+29B  V1105 CYG 
1916+37   U LYR     
1916+40   ER LYR    
1916+41   HO LYR    
1916-00   V358 AQL  
1916-28   V730 SGR  
1916-32   AM SGR    
1917+17   T SGE     
1917+19   OR VUL    
1917+29   DV CYG    
1917+42   NSV 11944 
1918+02   V1370 AQL 
1918+02B  VAR W     
1918+05A  EM AQL    
1918+06B  V531 AQL  
1918+19A  OX VUL    
1918+19B  OW VUL    
1918+26   IP VUL    
1918+29   V1254 CYG 
1918+31   AN LYR    
1919+03   FU AQL    
1919+04   V1229 AQL 
1919+04B  126 COMP E
1919+24   V335 VUL  
1919+26   IQ VUL    
1919+28   DW CYG    
1919-20   TT SGR    
1920+02   - AQL     
1920+19   OZ VUL    
1920+28   V1114 CYG 
1920+29   BF CYG    
1920+29B  VAR? E    
1920+29C  VAR? NW   
1920+29E  125 COMP N
1920+41   FP LYR    
1920+52   V1113 CYG 
1920-10   DH AQL    
1920-10B  STAR B    
1921+07   V368 AQL  
1921+21   WW VUL    
1921+21B  110 COMP N
1921+50   CH CYG    
1921+50B  VAR? NE   
1921+50C  KIS SUSP 1
1921+50D  KIS SUSP 2
1921+50E  KIS SUSP 3
1921+50F  KIS SUSP 4
1921+50G  86 COMP SE
1921+50H  KIS SUSP 5
1921+50I  KIS SUSP 6
1921+50J  KIS SUSP 7
1921+50K  74 COMP SE
1921-18   AN SGR    
1922+01   TU AQL    
1922+02   V370 AQL  
1922+11   V1302 AQL 
1922+11B  IRC 10420 
1922+27   PW VUL    
1922+42B  6.2 COMP  
1923+04   DM AQL    
1923+29   FK CYG    
1923+31   DZ CYG    
1923+33   FL CYG    
1923+42   HQ LYR    
1923+59   SCHWARTZ *
1924+20   NQ VUL    
1924+32   HH CYG    
1924+54   USNO 1425 
1924+71   YZ DRA    
1924-07   U AQL     
1925+01   GH AQL    
1925+02   NVS 12088 
1925+03   V923 AQL  
1925+28   V868 CYG  
1925+28B  V1505 CYG 
1925+42   V1504 CYG 
1925+45   AW CYG    
1925+76   UX DRA    
1926+02   GI AQL    
1926+29A  FM CYG    
1926+29B  FN CYG    
1926-06   DO AQL    
1927+01   GL AQL    
1927+33   V792 CYG  
1927+34   DD CYG    
1927+45   AF CYG    
1927+45B  76 COMP SE
1927+49   V1123 CYG 
1927-16   V3790 SGR 
1927-53   SN 1998BW 
1928+03   V1294 AQL 
1928+04   V1293 AQL 
1928+05   V450 AQL  
1928+31   V1125 CYG 
1928+43   UV CYG    
1928+47   VAR? CYG  
1928+50   SAO 31729 
1928-16   AQ SGR    
1929+14   KX AQL    
1929+28   TY CYG    
1929+28B  HN CYG    
1929+30   FQ CYG    
1929+33   V793 CYG  
1929+36   HM CYG    
1929+48   V390 CYG  
1929-07   V1414 AQL 
1930+14   EY AQL    
1930+23   V336 VUL  
1930+30   HR CYG    
1930+31   V795 CYG  
1930+38   HQ CYG    
1931+10B  LO AQL    
1931+29   EG CYG    
1931+53   TAV1933+53
1932+02   V1141 AQL 
1932+20   U VUL     
1932+22   CN VUL    
1932+27   EH CYG    
1932+34   FS CYG    
1932+39   HS CYG    
1933+00   V419 AQL  
1933+11   RT AQL    
1933+12A  LR AQL    
1933+12B  LS AQL    
1933+28   V368 CYG  
1933+46   CTM3 CYG  
1934+08A  EZ AQL    
1934+08B  113 VAR? E
1934+11A  SV AQL    
1934+11B  LW AQL    
1934+12   V1289 AQL 
1934+17   HS SGE    
1934+28   BG CYG    
1934+28B  103 COMP E
1934+28C  101 COMP S
1934+28D  116 COMP S
1934+30   EM CYG    
1934+30B  140 COMP N
1934+30C  126 COMP N
1934+31   HT CYG    
1934+38   V1266 CYG 
1934+48   V927 CYG  
1934+49   R CYG     
1934+49B  NSV 12218 
1934+56   NSV 12220 
1935+09   RV AQL    
1935+09B  VAR? NE   
1935+09C  119 COMP N
1935+11   MN AQL    
1935+12   LY AQL    
1935+22   CL VUL    
1935+30   V930 CYG  
1935+50   NSV 12247 
1935-03   GV AQL    
1936+01A  DT AQL    
1936+01B  V400 AQL  
1936+11   MS AQL    
1936+28   HY CYG    
1936+31   HV CYG    
1936+32   HW CYG    
1936+33A  HX CYG    
1936+43   V462 CYG  
1936-03   CG AQL    
1937+01   V890 AQL  
1937+11   V925 AQL  
1937+13   MU AQL    
1937+16   HM SGE    
1937+16B  - SGE     
1937+21   FY VUL    
1937+31   FU CYG    
1937+32   TT CYG    
1937+32B  69 COMP NE
1937-10   NGC 6814  
1938+13   MW AQL    
1938+18   CV SGE    
1938+22   CM VUL    
1938+38C  V946 CYG  
1938+48   V391 CYG  
1939+31   FW CYG    
1939+34   IM CYG    
1939+34B  V1990 CYG 
1939+35   IL CYG    
1939+54   V369 CYG  
1939+55   V1351 CYG 
1939-11   DX AQL    
1939-72   T PAV     
1940+04   NO AQL    
1940+27   YZ VUL    
1940+29   SU CYG    
1940+32   V1991 CYG 
1940+33   SAO 68764 
1940+34   IN CYG    
1940+39   FX CYG    
1940+48   RT CYG    
1940+48B  103 VAR? E
1940+48C  STAR NE   
1940+67   ZZ DRA    
1940-42   V3885 SGR 
1941+18   QW SGE    
1941+27   AH VUL    
1941+28   LU VUL    
1941+30   V977 CYG  
1941+31A  EQ CYG    
1941+31C  FY CYG    
1941+34   IP CYG    
1941+35   V1285 CYG 
1941+40   V973 CYG  
1941-11   DY AQL    
1942+12   NW AQL    
1942+16   UV SGE    
1942+19   RZ VUL    
1942+22   BR VUL    
1942+27   AI VUL    
1943+11   NY AQL    
1943+11B  RY AQL    
1943+17   AB SGE    
1943+26   LV VUL    
1943+26B  VAR? SE   
1943+27   CK VUL    
1943+32   IQ CYG    
1943+35   V686 CYG  
1943+48   TU CYG    
1943+49   CS CYG    
1943-07   GX AQL    
1943-50   W TEL     
1944+12   ST AQL    
1944+14   OQ AQL    
1944+15A  OR AQL    
1944+15B  OS AQL    
1944+15C  OT AQL    
1944+18A  AC SGE    
1944+18B  AE SGE    
1944+18C  AF SGE    
1944+27   S VUL     
1944+36A  V811 CYG  
1944+36B  V1152 CYG 
1944+36C  STAR NW   
1944+42   V1154 CYG 
1944-07   GY AQL    
1945+29   V1995 CYG 
1945+32   NSV 12439 
1945+41   XY CYG    
1945+42   DF CYG    
1945+42B  126 VAR? S
1946+02   V553 AQL  
1946+04   X AQL     
1946+12A  SW AQL    
1946+12B  SX AQL    
1946+13   TW AQL    
1946+14A  OW AQL    
1946+14B  OX AQL    
1946+14C  101 COMP N
1946+14D  115 COMP W
1946+18   RU SGE    
1946+32   CHI CYG   
1946+32B  VAR? SW   
1946+32C  12M STAR W
1946+32D  116 COMP S
1946+35   CI CYG    
1946+52   V697 CYG  
1946-11   V1162 AQL 
1946-59   S PAV     
1947+00   ETA AQL   
1947+08   V500 AQL  
1947+16   WY AQL    
1947+16B  RV SGE    
1947+19   DO VUL    
1947+27   SV VUL    
1947+31   ET CYG    
1947+32   EU CYG    
1947+38   FZ CYG    
1947+38B  NT CYG    
1947+38C  V1509 CYG 
1947+38E  125 COMP S
1947+58   V542 CYG  
1948+02   V345 AQL  
1948+12   PQ AQL    
1948+18   RW SGE    
1948+20   S10943    
1948+22   NS VUL    
1948+34   V480 CYG  
1948+38C  NW CYG    
1948+38E  V1252 CYG 
1948+38F  125 COMP S
1948-77   UU OCT    
1949+09   RZ AQL    
1949+12   V425 AQL  
1949+17A  Y SGE     
1949+17B  SW SGE    
1949+17C  AN SGE    
1949+17D  AO SGE    
1949+18B  SX SGE    
1949+29   EV CYG    
1949+31   IX CYG    
1949+33   V449 CYG  
1949+35   V1454 CYG 
1949+36   AG CYG    
1949+36B  V465 CYG  
1949+53   BS CYG    
1949-29   RR SGR    
1949-70   BQ PAV    
1949-73   EPS PAV   
1950+18   TT SGE    
1950+32A  EY CYG    
1950+32B  EY CYG N  
1950+32C  VAR? SE   
1950+32D  VAR? SW   
1950+35   V1819 CYG 
1950+35B  128 COMP W
1950+55   CU CYG    
1950+55B  CU CYG A  
1950+55C  CU CYG P  
1950+55D  127 COMP N
1950+56   V392 CYG  
1950+56B  105 COMP S
1951+06   V426 AQL  
1951+10   V725 AQL  
1951+14   V498 AQL  
1951+16   S SGE     
1951+21   DD VUL    
1951+32   V468 CYG  
1951+32B  V467 CYG  
1951+36A  IZ CYG    
1951+36B  V1163 CYG 
1951+56   V544 CYG  
1951+66   BO DRA    
1951-09   UU AQL    
1951-11   V1407 AQL 
1951-42   RU SGR    
1952+17   AS SGE    
1952+18   RX SGE    
1952+19A  RR SGE    
1952+19B  RS SGE    
1952+39   V1165 CYG 
1952-02   RR AQL    
1952-02B  STAR SE   
1952-09   PX AQL    
1952-11   CGSS 1175 
1952-39   V4140 SGR 
1953+15   VY SGE    
1953+16   RY SGE    
1953+17   TV SGE    
1953+17B  AV SGE    
1953+26   X VUL     
1953+37   PX CYG    
1953+39   V1016 CYG 
1953+39B  103 COMP W
1953+39C  V738 CYG  
1953+39D  V1169 CYG 
1953+77   AB DRA    
1953+77B  136 COMP N
1953-08   RS AQL    
1953-08B  VAR? SE   
1953-08C  114 COMP E
1953-08D  144 COMP E
1953-57   RY PAV    
1954+15   V429 AQL  
1954+16   AW SGE    
1954+16B  AR SGE    
1954+17   TW SGE    
1954+32   KL CYG    
1954+32B  V1172 CYG 
1954+34   V1357 CYG 
1954+44   AX CYG    
1955+10   PV AQL    
1955+17   VZ SGE    
1955+22   SW VUL    
1955+33   V482 CYG  
1955+37   QZ CYG    
1955+51   CM CYG    
1955+53A  CQ CYG    
1955+53B  V476 CYG  
1955+53C  124 COMP W
1956+15   V433 AQL  
1956+35   KM CYG    
1956+35B  VAR? NW   
1956+36   V698 CYG  
1956+38   V337 CYG  
1956+38B  V338 CYG  
1956-56   RR TEL    
1957+16   VX SGE    
1957+33   V485 CYG  
1957+35   V1173 CYG 
1957+39B  GK CYG    
1957+39C  V417 CYG  
1957+50   BT CYG    
1957-70   GS PAV    
1958+16   RZ SGE    
1958+17   BH SGE    
1958+19   TX SGE    
1958+20A  BF SGE    
1958+20B  BG SGE    
1958+29   V1027 CYG 
1958+35   V823 CYG  
1958+42   V1675 CYG 
1958+49   Z CYG     
1958+51   CF CYG    
1958+56   V1028 CYG 
1958+56B  140 COMP N
1958-55   S TEL     
1959+16   TY SGE    
1959+17   BL SGE    
1959+21A  RV VUL    
1959+21B  RW VUL    
1959+21C  HU SGE    
1959+37   V1303 CYG 
1959+40   V452 CYG  
2000+19   BM SGE    
2000+20   X SGE     
2000+33   CD CYG    
2000+36   AA CYG    
2000+40   GN CYG    
2000+56   NSV 12759 
2000+56B  V549 CYG  
2000-27   V1943 SGR 
2001+03   TX AQL    
2001+17   NSV 12786 
2001+22   QQ VUL    
2001+32   V550 CYG  
2001+58   XX CYG    
2001-56   BP TEL    
2001-57   BR PAV    
2002+09   HI AQL    
2002+12   SY AQL    
2002+33   V1363 CYG 
2002+48   V394 CYG  
2002+50   BU CYG    
2002+50B  VAR? SW   
2002+50C  133 COMP E
2002+50D  98 COMP SE
2002-49   PKS2005-48
2003+07   V1292 AQL 
2003+17   WZ SGE    
2003+17B  116 COMP W
2003+36   NSV 12819 
2003+57   S CYG     
2003-17   2006-1725 
2003-60   X PAV     
2004+35   V425 CYG  
2004+58   V1514 CYG 
2004+73   AQ DRA    
2004-55   GX TEL    
2005+25   W VUL     
2005+36   V1624 CYG 
2005+36B  V402 CYG  
2005+43   V395 CYG  
2005+66   AA DRA    
2005-00   EI AQL    
2005-13   ST CAP    
2005-14   R CAP     
2006+18   EZ SGE    
2006+35   RY CYG    
2006+41   AY CYG    
2006+47   SV CYG    
2007+06   TV AQL    
2007+06B  138 VAR? E
2007+06C  116 COMP N
2007+15A  S AQL     
2007+15B  RW AQL    
2007+15C  VAR? N    
2007+20   FG SGE    
2007+20A  ST SGE    
2007+20C  VAR? N    
2007+20D  VAR? E    
2007+35A  V429 CYG  
2007+35B  V430 CYG  
2007+35C  V492 CYG  
2007+47   RX CYG    
2007-47   R TEL     
2008+12   RU AQL    
2008+15   V1101 AQL 
2008+36   KT CYG    
2008+42   V1316 CYG 
2008+66   NSV 12872 
2008-05   EK AQL    
2008-14   TW CAP    
2008-16   TU CAP    
2008-22   W CAP     
2008-44   RZ SGR    
2009+04   WZ AQL    
2009+16   R SGE     
2009+16B  84 COMP W 
2009+16C  86 COMP SW
2009+16D  81 COMP NW
2009+16E  KIS SUSP S
2009+38   RS CYG    
2009+38B  90 COMP SE
2009+38C  69 COMP NE
2009+38D  74 COMP SW
2009+38E  83 COMP SW
2009+38F  82 COMP SW
2009+49   AC CYG    
2009+49B  CX CYG    
2009-06   Z AQL     
2009-13   RX CAP    
2009-60   SU PAV    
2010+08   R DEL     
2010+08B  97 COMP N 
2010+36   V1664 CYG 
2010+36B  V1679 CYG 
2011+30   SX CYG    
2011-21   RT CAP    
2011-39   RT SGR    
2011-52   X TEL     
2012+07   QZ AQL    
2012+07B  STAR ENE  
2012+09   RU DEL    
2012+09B  132 COMP N
2012+59   V786 CYG  
2012-03   V794 AQL  
2012-06   PY AQL    
2013+26   CH VUL    
2013+38   V1377 CYG 
2013+76   SZ CEP    
2013-16   AE CAP    
2014+34   AU CYG    
2014+37A  P CYG     
2014+37B  WX CYG    
2014+37C  VAR SW    
2014+37D  98 COMP E 
2014+37E  VAR NW    
2014+37F  130 COMP N
2014+37G  111 COMP N
2014+37H  112 COMP E
2014+37I  NSV 13007 
2014+52   V767 CYG  
2015+20   V SGE     
2015+20B  VAR? SE   
2015+20C  VAR? SW   
2015+20D  * SAM     
2015+20E  123 COMP N
2015+59   CN CYG    
2015+59B  VAR? N    
2015+81   NSV 12920 
2016+20   NSV 13022 
2016+21   PU VUL    
2016+46   V497 CYG  
2016+47   U CYG     
2016+47B  VAR NW    
2016+47C  100 COMP E
2016+79   BD CEP    
2017+36B  BI CYG    
2017+37A  BC CYG    
2017+37B  NSV 13034 
2017+49   LD 22     
2018+00   V865 AQL  
2018+17   VW DEL    
2018+40   V405 CYG  
2018+40B  V1654 CYG 
2019+68   AC DRA    
2019-44   V2276 SGR 
2020+15   EZ DEL    
2020+16   CM DEL    
2020+33   V404 CYG  
2020+38   V1322 CYG 
2020+41   V1515 CYG 
2021+12   RW DEL    
2021+20   FW DEL    
2021-28   T MIC     
2021-52   KK TEL    
2022+12   TV DEL    
2022+14   WX DEL    
2022+18   IO DEL    
2022+27   QU VUL    
2022+38   KY CYG    
2022-28   RS MIC    
2022-40   U MIC     
2023+36   V441 CYG  
2023+40   KZ CYG    
2023+43   V503 CYG  
2023+43B  STAR A    
2024+09   CT DEL    
2024+10   XY DEL    
2024+12   XZ DEL    
2024+15   RS DEL    
2024-40   SW MIC    
2025+01   KN AQL    
2025+09   RY DEL    
2025+09B  VAR SE    
2025+10   NSV 13114 
2025+12   RX DEL    
2025+12B  VAR? NE   
2025+39   RW CYG    
2025+74   UU DRA    
2025-56   TT IND    
2026+11   RZ DEL    
2026+16   IS DEL    
2026-22   RU CAP    
2026-45   TU IND    
2027+32A  AD CYG    
2027+32B  AI CYG    
2027+52   V1974 CYG 
2028+09   CZ DEL    
2028+17   Z DEL     
2028+17B  AE DEL    
2028+17C  VAR SE    
2028+17D  104 COMP E
2028+66   IN CEP    
2029+02   V1330 AQL 
2029+18   AG DEL    
2029+19   NSV 13150 
2029+40   V1478 CYG 
2029+46   SZ CYG    
2029+54   ST CYG    
2029+62   BF CEP    
2030+07   TW DEL    
2030+46   TV CYG    
2030+46B  V2015 CYG 
2030+53   BV CYG    
2031+19   LT DEL    
2031+50   KPD 2032  
2031-30   RT MIC    
2032+13   HO DEL    
2032+22   SZ VUL    
2032+25   TT VUL    
2032+26   V VUL     
2032+59   SN 6946   
2033+17B  EU DEL    
2033+26   BD VUL    
2033+61   TAV2034+61
2034+13   AN DEL    
2034+19   EP DEL    
2034+22A  RU VUL    
2034+22B  TU VUL    
2034+22C  97 VAR? NW
2034+22D  93 COMP S 
2034+22E  89 COMP SW
2034+22F  IL VUL    
2034+49   V747 CYG  
2034+59   V778 CYG  
2034-29   R MIC     
2034-70   MV PAV    
2035+13   SS DEL    
2035+13B  AP DEL    
2035+13C  DN DEL    
2035+13D  DO DEL    
2035+17   AO DEL    
2035+37A  FF CYG    
2035+37B  VAR? CYG  
2035+37C  VAR CYG   
2035+37D  VAR? SE   
2035+37E  VAR? NW   
2035-01   AE AQR    
2035-01B  112 COMP S
2035-01C  109 COMP E
2035-32   HD 196982 
2036+11   Y DEL     
2036+16   AQ DEL    
2036+18   SZ DEL    
2037+17   NSV 13234 
2037+17B  LU DEL    
2037+18   HR DEL    
2037+18B  104 COMP W
2037+19   NSV 13242 
2037+25   TY VUL    
2037+34   HE2-468CYG
2038+16   S DEL     
2038+16B  VAR NW    
2038+16C  MEZ'S *   
2038+18   LQ DEL    
2038+20   UU VUL    
2038+20B  116 COMP E
2038+35   V568 CYG  
2038+38   V446 CYG  
2038+47   V CYG     
2038-11   MARK 509  
2038-32   AT MIC    
2039+18   ES DEL    
2039+20   BF VUL    
2039+20B  128 COMP N
2039+35   X CYG     
2039+37   DR CYG    
2039+37B  * E OF 112
2039+42   DG CYG    
2039-05   Y AQR     
2039-31   AU MIC    
2040+11   ST DEL    
2040+16   T DEL     
2040+16B  NSV 13285 
2040+17   U DEL     
2040+17B  KP DEL    
2040+44   NSV 13262 
2041+02   V AQR     
2041+04   BR DEL    
2041-04   W AQR     
2042+31   GP CYG    
2042+39   V1489 CYG 
2042+44A  RR CYG    
2042+44B  BZ CYG    
2042+53   V1525 CYG 
2042-15   U CAP     
2043+18   V DEL     
2043+34   T CYG     
2043+41   V516 CYG  
2043+45   CY CYG    
2044+22   FI VUL    
2044+31   AM CYG    
2044+31B  117 COMP S
2044+67   NGC 7023  
2044-00   NSV 13326 
2044-05   T AQR     
2044-75   RR OCT    
2045+03   TX DEL    
2045+15   DY DEL    
2045+45   V1661 CYG 
2046+14   DZ DEL    
2046+50   V750 CYG  
2047+14   AZ DEL    
2047+27   T VUL     
2047+31   AO CYG    
2047+33   AN CYG    
2047+35   V1329 CYG 
2047+35B  VAR? NE   
2047-63   U PAV     
2048+15   BB DEL    
2048+22   RX VUL    
2048+26   UW VUL    
2048+35   V1330 CYG 
2048+35B  104 VAR? E
2048+35C  VAR? N    
2048+43   V751 CYG  
2048+46   RZ CYG    
2048+46B  V1395 CYG 
2048-28   RX MIC    
2049-54   S IND     
2050+17   X DEL     
